FIPS,County,Latitude,Longitude
36121,Wyoming,+42.701363°,–78.228567°
36123,Yates,+42.638237°,–77.104324°
37001,Alamance,+36.041974°,–79.399935°
37003,Alexander,+35.920951°,–81.177467°
37005,Alleghany,+36.489356°,–81.132299°
37007,Anson,+34.974996°,–80.109959°
37009,Ashe,+36.436305°,–81.498770°
37011,Avery,+36.072894°,–81.920363°
37013,Beaufort,+35.482313°,–76.842014°
37015,Bertie,+36.061330°,–76.962367°
37017,Bladen,+34.591949°,–78.539513°
37019,Brunswick,+34.038708°,–78.227688°
37021,Buncombe,+35.609371°,–82.530426°
37023,Burke,+35.746182°,–81.706180°
37025,Cabarrus,+35.387845°,–80.552868°
37027,Caldwell,+35.957857°,–81.530076°
37029,Camden,+36.342344°,–76.162488°
37031,Carteret,+34.858313°,–76.526967°
37033,Caswell,+36.393097°,–79.332546°
37035,Catawba,+35.663182°,–81.214151°
37037,Chatham,+35.704994°,–79.251454°
37039,Cherokee,+35.136233°,–84.061308°
37041,Chowan,+36.127288°,–76.602070°
37043,Clay,+35.052997°,–83.752264°
37045,Cleveland,+35.334630°,–81.557115°
37047,Columbus,+34.260471°,–78.636378°
37049,Craven,+35.118179°,–77.082541°
37051,Cumberland,+35.050192°,–78.828719°
37053,Currituck,+36.372174°,–75.941224°
37055,Dare,+35.606269°,–75.767536°
37057,Davidson,+35.795123°,–80.206525°
37059,Davie,+35.929356°,–80.542542°
37061,Duplin,+34.934403°,–77.933543°
37063,Durham,+36.036589°,–78.877919°
37065,Edgecombe,+35.917055°,–77.602655°
37067,Forsyth,+36.131667°,–80.257289°
37069,Franklin,+36.088241°,–78.283090°
37071,Gaston,+35.293344°,–81.177256°
37073,Gates,+36.442135°,–76.702355°
37075,Graham,+35.348111°,–83.830909°
37077,Granville,+36.299884°,–78.657634°
37079,Greene,+35.481933°,–77.681667°
37081,Guilford,+36.079065°,–79.788665°
37083,Halifax,+36.251438°,–77.644842°
37085,Harnett,+35.368635°,–78.871610°
37087,Haywood,+35.557097°,–82.972807°
37089,Henderson,+35.336424°,–82.479634°
37091,Hertford,+36.363517°,–76.981616°
37093,Hoke,+35.017233°,–79.241964°
37095,Hyde,+35.408157°,–76.153687°
37097,Iredell,+35.806356°,–80.874545°
37099,Jackson,+35.286463°,–83.130641°
37101,Johnston,+35.513405°,–78.367267°
37103,Jones,+35.032160°,–77.356443°
37105,Lee,+35.476075°,–79.172220°
37107,Lenoir,+35.238062°,–77.639023°
37109,Lincoln,+35.487825°,–81.225176°
37111,McDowell,+35.682232°,–82.048029°
37113,Macon,+35.152959°,–83.421901°
37115,Madison,+35.864080°,–82.712731°
37117,Martin,+35.841059°,–77.112867°
37119,Mecklenburg,+35.246862°,–80.833832°
37121,Mitchell,+36.013102°,–82.163554°
37123,Montgomery,+35.338071°,–79.904196°
37125,Moore,+35.310163°,–79.480664°
37127,Nash,+35.965945°,–77.987555°
37129,New Hanover,+34.177466°,–77.871378°
37131,Northampton,+36.421774°,–77.398352°
37133,Onslow,+34.763460°,–77.503297°
37135,Orange,+36.062499°,–79.119355°
37137,Pamlico,+35.147462°,–76.665069°
37139,Pasquotank,+36.265276°,–76.260355°
37141,Pender,+34.512581°,–77.888029°
37143,Perquimans,+36.178261°,–76.404269°
37145,Person,+36.386387°,–78.965471°
37147,Pitt,+35.591065°,–77.372404°
37149,Polk,+35.278928°,–82.167667°
37151,Randolph,+35.709915°,–79.806215°
37153,Richmond,+35.001957°,–79.747809°
37155,Robeson,+34.639210°,–79.100881°
37157,Rockingham,+36.380927°,–79.782889°
37159,Rowan,+35.639218°,–80.525344°
37161,Rutherford,+35.402747°,–81.919583°
37163,Sampson,+34.990575°,–78.371382°
37165,Scotland,+34.840023°,–79.477337°
37167,Stanly,+35.310523°,–80.254355°
37169,Stokes,+36.404195°,–80.239271°
37171,Surry,+36.415416°,–80.686463°
37173,Swain,+35.568849°,–83.465614°
37175,Transylvania,+35.210095°,–82.816696°
37177,Tyrrell,+35.870420°,–76.165345°
37179,Union,+34.991501°,–80.530131°
37181,Vance,+36.365481°,–78.405434°
37183,Wake,+35.789846°,–78.650624°
37185,Warren,+36.397979°,–78.099924°
37187,Washington,+35.844589°,–76.572334°
37189,Watauga,+36.235371°,–81.709919°
37191,Wayne,+35.362741°,–78.004826°
37193,Wilkes,+36.209303°,–81.165354°
37195,Wilson,+35.704125°,–77.918982°
37197,Yadkin,+36.158765°,–80.665164°
37199,Yancey,+35.889504°,–82.303980°
38001,Adams,+46.096815°,–102.533198°
38003,Barnes,+46.942550°,–98.070195°
38005,Benson,+48.071738°,–99.361987°
38007,Billings,+47.009283°,–103.364924°
38009,Bottineau,+48.794412°,–100.831257°
38011,Bowman,+46.107807°,–103.506586°
38013,Burke,+48.786453°,–102.520087°
38015,Burleigh,+46.971843°,–100.462001°
38017,Cass,+46.927003°,–97.252375°
38019,Cavalier,+48.768439°,–98.463790°
38021,Dickey,+46.107756°,–98.496518°
38023,Divide,+48.818142°,–103.497653°
38025,Dunn,+47.354610°,–102.612365°
38027,Eddy,+47.723436°,–98.900475°
38029,Emmons,+46.284255°,–100.237842°
38031,Foster,+47.464327°,–98.872817°
38033,Golden Valley,+46.938924°,–103.844612°
38035,Grand Forks,+47.926003°,–97.450851°
38037,Grant,+46.357827°,–101.639049°
38039,Griggs,+47.463463°,–98.232444°
38041,Hettinger,+46.434939°,–102.458385°
38043,Kidder,+46.935385°,–99.742727°
38045,LaMoure,+46.464195°,–98.526057°
38047,Logan,+46.469278°,–99.504585°
38049,McHenry,+48.233842°,–100.633267°
38051,McIntosh,+46.117034°,–99.443041°
38053,McKenzie,+47.742475°,–103.403215°
38055,McLean,+47.653055°,–101.421794°
38057,Mercer,+47.303279°,–101.820765°
38059,Morton,+46.713789°,–101.279743°
38061,Mountrail,+48.210291°,–102.364756°
38063,Nelson,+47.918667°,–98.204428°
38065,Oliver,+47.118079°,–101.331420°
38067,Pembina,+48.766896°,–97.545405°
38069,Pierce,+48.238883°,–99.966497°
38071,Ramsey,+48.265551°,–98.737329°
38073,Ransom,+46.449276°,–97.647554°
38075,Renville,+48.712782°,–101.658152°
38077,Richland,+46.265219°,–96.937960°
38079,Rolette,+48.768272°,–99.840463°
38081,Sargent,+46.108206°,–97.630030°
38083,Sheridan,+47.581373°,–100.341499°
38085,Sioux,+46.109282°,–101.047525°
38087,Slope,+46.445834°,–103.462462°
38089,Stark,+46.817031°,–102.662026°
38091,Steele,+47.458288°,–97.718895°
38093,Stutsman,+46.971103°,–98.957592°
38095,Towner,+48.682183°,–99.248158°
38097,Traill,+47.446215°,–97.164754°
38099,Walsh,+48.376979°,–97.722230°
38101,Ward,+48.216686°,–101.540537°
38103,Wells,+47.580851°,–99.671502°
38105,Williams,+48.345867°,–103.487400°
39001,Adams,+38.841681°,–83.474173°
39003,Allen,+40.771528°,–84.106546°
39005,Ashland,+40.843274°,–82.270121°
39007,Ashtabula,+41.906644°,–80.745641°
39009,Athens,+39.333848°,–82.046008°
39011,Auglaize,+40.561309°,–84.224018°
39013,Belmont,+40.017682°,–80.967727°
39015,Brown,+38.931377°,–83.866772°
39017,Butler,+39.439915°,–84.565397°
39019,Carroll,+40.579884°,–81.090787°
39021,Champaign,+40.132759°,–83.767543°
39023,Clark,+39.917032°,–83.783676°
39025,Clermont,+39.052084°,–84.149614°
39027,Clinton,+39.414041°,–83.814542°
39029,Columbiana,+40.768462°,–80.777231°
39031,Coshocton,+40.296720°,–81.930112°
39033,Crawford,+40.848508°,–82.924771°
39035,Cuyahoga,+41.760392°,–81.724217°
39037,Darke,+40.132176°,–84.620438°
39039,Defiance,+41.321679°,–84.486433°
39041,Delaware,+40.278941°,–83.007462°
39043,Erie,+41.554006°,–82.525897°
39045,Fairfield,+39.752935°,–82.628276°
39047,Fayette,+39.553845°,–83.459327°
39049,Franklin,+39.969447°,–83.008258°
39051,Fulton,+41.597264°,–84.124267°
39053,Gallia,+38.817046°,–82.301746°
39055,Geauga,+41.499322°,–81.173505°
39057,Greene,+39.687479°,–83.894894°
39059,Guernsey,+40.056665°,–81.497875°
39061,Hamilton,+39.196927°,–84.544187°
39063,Hancock,+41.000471°,–83.666034°
39065,Hardin,+40.660415°,–83.664077°
39067,Harrison,+40.292318°,–81.091565°
39069,Henry,+41.335072°,–84.065882°
39071,Highland,+39.184488°,–83.603668°
39073,Hocking,+39.490343°,–82.483445°
39075,Holmes,+40.565309°,–81.929869°
39077,Huron,+41.145080°,–82.594641°
39079,Jackson,+39.013477°,–82.614142°
39081,Jefferson,+40.399188°,–80.761410°
39083,Knox,+40.403620°,–82.422393°
39085,Lake,+41.924116°,–81.392643°
39087,Lawrence,+38.603866°,–82.517186°
39089,Licking,+40.093609°,–82.481251°
39091,Logan,+40.387553°,–83.766343°
39093,Lorain,+41.438805°,–82.179722°
39095,Lucas,+41.682321°,–83.468867°
39097,Madison,+39.896607°,–83.400885°
39099,Mahoning,+41.010880°,–80.770396°
39101,Marion,+40.588208°,–83.172927°
39103,Medina,+41.116051°,–81.899566°
39105,Meigs,+39.089807°,–82.028397°
39107,Mercer,+40.535333°,–84.632059°
39109,Miami,+40.053326°,–84.228414°
39111,Monroe,+39.725969°,–81.090658°
39113,Montgomery,+39.755218°,–84.290546°
39115,Morgan,+39.624946°,–81.861699°
39117,Morrow,+40.525266°,–82.797729°
39119,Muskingum,+39.966046°,–81.943506°
39121,Noble,+39.767232°,–81.452604°
39123,Ottawa,+41.544467°,–83.009253°
39125,Paulding,+41.119141°,–84.576967°
39127,Perry,+39.743187°,–82.237953°
39129,Pickaway,+39.648947°,–83.052827°
39131,Pike,+39.071365°,–83.052921°
39133,Portage,+41.168640°,–81.196932°
39135,Preble,+39.737906°,–84.645358°
39137,Putnam,+41.024533°,–84.129879°
39139,Richland,+40.774167°,–82.542715°
39141,Ross,+39.323763°,–83.059585°
39143,Sandusky,+41.355291°,–83.142735°
39145,Scioto,+38.815019°,–82.999028°
39147,Seneca,+41.120008°,–83.127436°
39149,Shelby,+40.336680°,–84.204143°
39151,Stark,+40.814131°,–81.365667°
39153,Summit,+41.121851°,–81.534936°
39155,Trumbull,+41.308936°,–80.767656°
39157,Tuscarawas,+40.447441°,–81.471157°
39159,Union,+40.295901°,–83.367042°
39161,Van Wert,+40.855520°,–84.585775°
39163,Vinton,+39.252014°,–82.485961°
39165,Warren,+39.425652°,–84.169906°
39167,Washington,+39.450684°,–81.490653°
39169,Wayne,+40.829661°,–81.887194°
39171,Williams,+41.564958°,–84.584323°
39173,Wood,+41.360183°,–83.622682°
39175,Wyandot,+40.840122°,–83.313172°
40001,Adair,+35.897500°,–94.651671°
40003,Alfalfa,+36.729703°,–98.323445°
40005,Atoka,+34.374813°,–96.034705°
40007,Beaver,+36.748334°,–100.483056°
40009,Beckham,+35.273945°,–99.671638°
40011,Blaine,+35.877782°,–98.428934°
40013,Bryan,+33.964004°,–96.264137°
40015,Caddo,+35.167920°,–98.381045°
40017,Canadian,+35.543416°,–97.979836°
40019,Carter,+34.251848°,–97.287927°
40021,Cherokee,+35.904367°,–94.996796°
40023,Choctaw,+34.027645°,–95.554208°
40025,Cimarron,+36.755276°,–102.508735°
40027,Cleveland,+35.203117°,–97.328332°
40029,Coal,+34.582861°,–96.288039°
40031,Comanche,+34.662628°,–98.476597°
40033,Cotton,+34.290676°,–98.373438°
40035,Craig,+36.763890°,–95.201553°
40037,Creek,+35.907732°,–96.379793°
40039,Custer,+35.645601°,–98.997386°
40041,Delaware,+36.393369°,–94.808206°
40043,Dewey,+35.978433°,–99.014094°
40045,Ellis,+36.224258°,–99.750139°
40047,Garfield,+36.378273°,–97.787729°
40049,Garvin,+34.709350°,–97.312723°
40051,Grady,+35.021058°,–97.886890°
40053,Grant,+36.788254°,–97.788151°
40055,Greer,+34.935263°,–99.552968°
40057,Harmon,+34.745971°,–99.844194°
40059,Harper,+36.800456°,–99.662842°
40061,Haskell,+35.232294°,–95.109578°
40063,Hughes,+35.052934°,–96.251183°
40065,Jackson,+34.593949°,–99.412210°
40067,Jefferson,+34.105092°,–97.838814°
40069,Johnston,+34.313455°,–96.654255°
40071,Kay,+36.814842°,–97.143755°
40073,Kingfisher,+35.949431°,–97.934568°
40075,Kiowa,+34.921489°,–98.981617°
40077,Latimer,+34.875137°,–95.272263°
40079,Le Flore,+34.899642°,–94.703491°
40081,Lincoln,+35.703118°,–96.881392°
40083,Logan,+35.914151°,–97.450764°
40085,Love,+33.957775°,–97.245124°
40087,McClain,+35.016414°,–97.449811°
40089,McCurtain,+34.117073°,–94.766086°
40091,McIntosh,+35.369092°,–95.671764°
40093,Major,+36.313119°,–98.542015°
40095,Marshall,+34.027007°,–96.770533°
40097,Mayes,+36.303804°,–95.235638°
40099,Murray,+34.485766°,–97.071557°
40101,Muskogee,+35.617551°,–95.383911°
40103,Noble,+36.384901°,–97.236335°
40105,Nowata,+36.789615°,–95.613312°
40107,Okfuskee,+35.466804°,–96.327762°
40109,Oklahoma,+35.554611°,–97.409401°
40111,Okmulgee,+35.646879°,–95.964580°
40113,Osage,+36.624680°,–96.408385°
40115,Ottawa,+36.835764°,–94.802681°
40117,Pawnee,+36.313704°,–96.696669°
40119,Payne,+36.079225°,–96.975255°
40121,Pittsburg,+34.925540°,–95.748130°
40123,Pontotoc,+34.721071°,–96.692738°
40125,Pottawatomie,+35.211393°,–96.957007°
40127,Pushmataha,+34.377896°,–95.408085°
40129,Roger Mills,+35.708554°,–99.741572°
40131,Rogers,+36.378082°,–95.601337°
40133,Seminole,+35.158366°,–96.602858°
40135,Sequoyah,+35.502435°,–94.750757°
40137,Stephens,+34.481361°,–97.855607°
40139,Texas,+36.741964°,–101.488434°
40141,Tillman,+34.371085°,–98.931701°
40143,Tulsa,+36.120121°,–95.941731°
40145,Wagoner,+35.963479°,–95.514100°
40147,Washington,+36.704380°,–95.906155°
40149,Washita,+35.290177°,–98.991962°
40151,Woods,+36.765141°,–98.868967°
40153,Woodward,+36.425619°,–99.273661°
41001,Baker,+44.703427°,–117.691933°
41003,Benton,+44.490623°,–123.426317°
41005,Clackamas,+45.160493°,–122.195127°
41007,Clatsop,+46.024509°,–123.705014°
41009,Columbia,+45.941932°,–123.081079°
41011,Coos,+43.184193°,–124.092557°
41013,Crook,+44.163054°,–120.371585°
41015,Curry,+42.466671°,–124.211407°
41017,Deschutes,+43.915118°,–121.225575°
41019,Douglas,+43.285904°,–123.154380°
41021,Gilliam,+45.381666°,–120.211851°
41023,Grant,+44.496326°,–119.014057°
41025,Harney,+43.064355°,–118.985949°
41027,Hood River,+45.511775°,–121.655976°
41029,Jackson,+42.411782°,–122.675797°
41031,Jefferson,+44.643790°,–121.183021°
41033,Josephine,+42.385382°,–123.597245°
41035,Klamath,+42.683761°,–121.646168°
41037,Lake,+42.788401°,–120.389790°
41039,Lane,+43.928276°,–122.897678°
41041,Lincoln,+44.641076°,–123.911183°
41043,Linn,+44.494824°,–122.543756°
41045,Malheur,+43.187700°,–117.603976°
41047,Marion,+44.900898°,–122.576260°
41049,Morrow,+45.425496°,–119.602311°
41051,Multnomah,+45.547693°,–122.417173°
41053,Polk,+44.904395°,–123.397329°
41055,Sherman,+45.399216°,–120.678512°
41057,Tillamook,+45.455743°,–123.759327°
41059,Umatilla,+45.591200°,–118.733880°
41061,Union,+45.304047°,–117.999136°
41063,Wallowa,+45.593753°,–117.185580°
41065,Wasco,+45.164536°,–121.165069°
41067,Washington,+45.553542°,–123.097615°
41069,Wheeler,+44.736411°,–120.026875°
41071,Yamhill,+45.248138°,–123.316117°
42001,Adams,+39.869471°,–77.217730°
42003,Allegheny,+40.468920°,–79.980920°
42005,Armstrong,+40.812379°,–79.464128°
42007,Beaver,+40.684140°,–80.350721°
42009,Bedford,+39.997115°,–78.489980°
42011,Berks,+40.413957°,–75.926860°
42013,Blair,+40.497926°,–78.310640°
42015,Bradford,+41.791495°,–76.502124°
42017,Bucks,+40.336887°,–75.107060°
42019,Butler,+40.913834°,–79.918960°
42021,Cambria,+40.494127°,–78.715284°
42023,Cameron,+41.438289°,–78.198315°
42025,Carbon,+40.917833°,–75.709428°
42027,Centre,+40.909160°,–77.847830°
42029,Chester,+39.973965°,–75.749732°
42031,Clarion,+41.198239°,–79.420404°
42033,Clearfield,+41.000249°,–78.473749°
42035,Clinton,+41.245301°,–77.649141°
42037,Columbia,+41.045517°,–76.404260°
42039,Crawford,+41.686840°,–80.107811°
42041,Cumberland,+40.164782°,–77.263440°
42043,Dauphin,+40.412565°,–76.792634°
42045,Delaware,+39.916670°,–75.398786°
42047,Elk,+41.427334°,–78.653938°
42049,Erie,+42.117952°,–80.096386°
42051,Fayette,+39.914115°,–79.644586°
42053,Forest,+41.513304°,–79.249705°
42055,Franklin,+39.926686°,–77.724485°
42057,Fulton,+39.910751°,–78.122617°
42059,Greene,+39.848983°,–80.225694°
42061,Huntingdon,+40.422321°,–77.968584°
42063,Indiana,+40.651432°,–79.087545°
42065,Jefferson,+41.130287°,–78.999044°
42067,Juniata,+40.530673°,–77.400438°
42069,Lackawanna,+41.440250°,–75.609587°
42071,Lancaster,+40.041992°,–76.250198°
42073,Lawrence,+40.992735°,–80.334446°
42075,Lebanon,+40.367344°,–76.458009°
42077,Lehigh,+40.614241°,–75.590627°
42079,Luzerne,+41.172787°,–75.976035°
42081,Lycoming,+41.343624°,–77.055253°
42083,McKean,+41.814590°,–78.572463°
42085,Mercer,+41.300014°,–80.252786°
42087,Mifflin,+40.611890°,–77.620661°
42089,Monroe,+41.056233°,–75.329037°
42091,Montgomery,+40.209999°,–75.370201°
42093,Montour,+41.029261°,–76.665259°
42095,Northampton,+40.752791°,–75.307447°
42097,Northumberland,+40.851524°,–76.709877°
42099,Perry,+40.397780°,–77.266328°
42101,Philadelphia,+40.009376°,–75.133346°
42103,Pike,+41.325949°,–75.031514°
42105,Potter,+41.748222°,–77.894735°
42107,Schuylkill,+40.703690°,–76.217800°
42109,Snyder,+40.755348°,–77.072954°
42111,Somerset,+39.981297°,–79.028486°
42113,Sullivan,+41.439790°,–76.511525°
42115,Susquehanna,+41.819665°,–75.800969°
42117,Tioga,+41.766859°,–77.257288°
42119,Union,+40.962179°,–77.055475°
42121,Venango,+41.401980°,–79.754418°
42123,Warren,+41.843669°,–79.313173°
42125,Washington,+40.200005°,–80.252132°
42127,Wayne,+41.646589°,–75.292485°
42129,Westmoreland,+40.311068°,–79.466688°
42131,Wyoming,+41.525137°,–76.008780°
42133,York,+39.921839°,–76.728446°
44001,Bristol [6],+41.705271°,–71.285053°
44003,Kent [6],+41.677750°,–71.576314°
44005,Newport [6],+41.502732°,–71.284063°
44007,Providence [6],+41.870488°,–71.578242°
44009,Washington [6],+41.401162°,–71.617612°
45001,Abbeville,+34.213809°,–82.460460°
45003,Aiken,+33.549317°,–81.633870°
45005,Allendale,+32.979784°,–81.363421°
45007,Anderson,+34.519549°,–82.638086°
45009,Bamberg,+33.203021°,–81.053161°
45011,Barnwell,+33.260680°,–81.433753°
45013,Beaufort,+32.358147°,–80.689320°
45015,Berkeley,+33.207700°,–79.953655°
45017,Calhoun,+33.674780°,–80.780347°
45019,Charleston,+32.800458°,–79.942480°
45021,Cherokee,+35.049796°,–81.607647°
45023,Chester,+34.689345°,–81.161249°
45025,Chesterfield,+34.637018°,–80.159227°
45027,Clarendon,+33.664682°,–80.217889°
45029,Colleton,+32.834980°,–80.655345°
45031,Darlington,+34.332185°,–79.962116°
45033,Dillon,+34.390172°,–79.374964°
45035,Dorchester,+33.082186°,–80.404697°
45037,Edgefield,+33.776498°,–81.968245°
45039,Fairfield,+34.395669°,–81.127001°
45041,Florence,+34.028535°,–79.710233°
45043,Georgetown,+33.417530°,–79.300812°
45045,Greenville,+34.892645°,–82.372077°
45047,Greenwood,+34.155796°,–82.127876°
45049,Hampton,+32.778323°,–81.143362°
45051,Horry,+33.909269°,–78.976675°
45053,Jasper,+32.430590°,–81.021627°
45055,Kershaw,+34.338356°,–80.590885°
45057,Lancaster,+34.686818°,–80.703689°
45059,Laurens,+34.483477°,–82.005657°
45061,Lee,+34.158640°,–80.251209°
45063,Lexington,+33.892554°,–81.272853°
45065,McCormick,+33.897605°,–82.316192°
45067,Marion,+34.080701°,–79.362131°
45069,Marlboro,+34.601805°,–79.677942°
45071,Newberry,+34.289730°,–81.600053°
45073,Oconee,+34.748759°,–83.061522°
45075,Orangeburg,+33.436135°,–80.802913°
45077,Pickens,+34.887362°,–82.725368°
45079,Richland,+34.029783°,–80.896566°
45081,Saluda,+34.005278°,–81.727903°
45083,Spartanburg,+34.933239°,–81.991053°
45085,Sumter,+33.916046°,–80.382472°
45087,Union,+34.690514°,–81.615831°
45089,Williamsburg,+33.626463°,–79.716475°
45091,York,+34.970190°,–81.183189°
46003,Aurora,+43.724719°,–98.577587°
46005,Beadle,+44.418265°,–98.279422°
46007,Bennett,+43.184826°,–101.676426°
46009,Bon Homme,+42.986031°,–97.885613°
46011,Brookings,+44.376675°,–96.797797°
46013,Brown,+45.589254°,–98.352175°
46015,Brule,+43.729880°,–99.092941°
46017,Buffalo,+44.044306°,–99.203998°
46019,Butte,+44.896435°,–103.501762°
46021,Campbell,+45.782241°,–100.027951°
46023,Charles Mix,+43.206185°,–98.595143°
46025,Clark,+44.855211°,–97.724912°
46027,Clay,+42.912997°,–96.979795°
46029,Codington,+44.966324°,–97.198843°
46031,Corson,+45.698340°,–101.176017°
46033,Custer,+43.684943°,–103.462250°
46035,Davison,+43.680439°,–98.155868°
46037,Day,+45.362283°,–97.593734°
46039,Deuel,+44.756290°,–96.690239°
46041,Dewey,+45.150005°,–100.852218°
46043,Douglas,+43.391506°,–98.358433°
46045,Edmunds,+45.411680°,–99.205362°
46047,Fall River,+43.221504°,–103.512102°
46049,Faulk,+45.065476°,–99.153564°
46051,Grant,+45.172637°,–96.772261°
46053,Gregory,+43.179094°,–99.202158°
46055,Haakon,+44.284312°,–101.591790°
46057,Hamlin,+44.680619°,–97.178598°
46059,Hand,+44.546713°,–99.004575°
46061,Hanson,+43.680612°,–97.796845°
46063,Harding,+45.596612°,–103.473867°
46065,Hughes,+44.392258°,–99.985846°
46067,Hutchinson,+43.336710°,–97.749383°
46069,Hyde,+44.537301°,–99.492148°
46071,Jackson,+43.677294°,–101.626455°
46073,Jerauld,+44.063416°,–98.623188°
46075,Jones,+43.951990°,–100.686139°
46077,Kingsbury,+44.362969°,–97.499313°
46079,Lake,+44.028450°,–97.123223°
46081,Lawrence,+44.353669°,–103.796528°
46083,Lincoln,+43.279420°,–96.722286°
46085,Lyman,+43.894812°,–99.841925°
46087,McCook,+43.678924°,–97.362036°
46089,McPherson,+45.784249°,–99.211421°
46091,Marshall,+45.737054°,–97.580884°
46093,Meade,+44.606792°,–102.715864°
46095,Mellette,+43.584930°,–100.760598°
46097,Miner,+44.017327°,–97.609790°
46099,Minnehaha,+43.667472°,–96.795726°
46101,Moody,+44.012429°,–96.676054°
46102,Oglala Lakota [11],+43.341937°,–102.559480°
46103,Pennington,+44.002349°,–102.823802°
46105,Perkins,+45.483387°,–102.467995°
46107,Potter,+45.064276°,–99.949631°
46109,Roberts,+45.623397°,–96.947551°
46111,Sanborn,+44.021032°,–98.092105°
46115,Spink,+44.931034°,–98.339644°
46117,Stanley,+44.415547°,–100.749163°
46119,Sully,+44.722325°,–100.131399°
46121,Todd [12],+43.208172°,–100.717204°
46123,Tripp,+43.349729°,–99.876219°
46125,Turner,+43.308670°,–97.150185°
46127,Union,+42.831106°,–96.650829°
46129,Walworth,+45.427605°,–100.027856°
46135,Yankton,+43.006607°,–97.388339°
46137,Ziebach,+44.981666°,–101.669225°
47001,Anderson,+36.116731°,–84.195418°
47003,Bedford,+35.513660°,–86.458294°
47005,Benton,+36.069253°,–88.071212°
47007,Bledsoe,+35.593668°,–85.205979°
47009,Blount,+35.688185°,–83.922973°
47011,Bradley,+35.153914°,–84.859414°
47013,Campbell,+36.401592°,–84.159250°
47015,Cannon,+35.808394°,–86.062404°
47017,Carroll,+35.967896°,–88.451659°
47019,Carter,+36.284744°,–82.126593°
47021,Cheatham,+36.255180°,–87.100816°
47023,Chester,+35.416639°,–88.605505°
47025,Claiborne,+36.501557°,–83.660724°
47027,Clay,+36.545765°,–85.545718°
47029,Cocke,+35.916198°,–83.119223°
47031,Coffee,+35.488759°,–86.078219°
47033,Crockett,+35.811312°,–89.135349°
47035,Cumberland,+35.952398°,–84.994761°
47037,Davidson,+36.169129°,–86.784790°
47039,Decatur,+35.603422°,–88.107384°
47041,DeKalb,+35.982220°,–85.833596°
47043,Dickson,+36.145533°,–87.364155°
47045,Dyer,+36.054196°,–89.398306°
47047,Fayette,+35.196993°,–89.413803°
47049,Fentress,+36.376079°,–84.932703°
47051,Franklin,+35.155926°,–86.099203°
47053,Gibson,+35.991694°,–88.933776°
47055,Giles,+35.202723°,–87.035319°
47057,Grainger,+36.277463°,–83.509493°
47059,Greene,+36.178998°,–82.847746°
47061,Grundy,+35.387273°,–85.722188°
47063,Hamblen,+36.218397°,–83.266071°
47065,Hamilton,+35.159186°,–85.202296°
47067,Hancock,+36.521420°,–83.227453°
47069,Hardeman,+35.218131°,–88.989037°
47071,Hardin,+35.201893°,–88.185696°
47073,Hawkins,+36.452206°,–82.931386°
47075,Haywood,+35.586690°,–89.282536°
47077,Henderson,+35.653995°,–88.387674°
47079,Henry,+36.325398°,–88.300384°
47081,Hickman,+35.802396°,–87.467114°
47083,Houston,+36.285777°,–87.705605°
47085,Humphreys,+36.040440°,–87.790625°
47087,Jackson,+36.354242°,–85.674182°
47089,Jefferson,+36.048479°,–83.440966°
47091,Johnson,+36.453204°,–81.861237°
47093,Knox,+35.992727°,–83.937721°
47095,Lake,+36.333905°,–89.485537°
47097,Lauderdale,+35.762951°,–89.627732°
47099,Lawrence,+35.220476°,–87.396546°
47101,Lewis,+35.523244°,–87.496983°
47103,Lincoln,+35.142532°,–86.593388°
47105,Loudon,+35.737450°,–84.316204°
47107,McMinn,+35.424471°,–84.619963°
47109,McNairy,+35.175626°,–88.564671°
47111,Macon,+36.537838°,–86.001231°
47113,Madison,+35.606056°,–88.833424°
47115,Marion,+35.133422°,–85.618399°
47117,Marshall,+35.468387°,–86.765886°
47119,Maury,+35.615696°,–87.077763°
47121,Meigs,+35.503397°,–84.823888°
47123,Monroe,+35.447666°,–84.249786°
47125,Montgomery,+36.500354°,–87.380887°
47127,Moore,+35.288889°,–86.358684°
47129,Morgan,+36.138697°,–84.639262°
47131,Obion,+36.358175°,–89.150175°
47133,Overton,+36.344850°,–85.283076°
47135,Perry,+35.659785°,–87.877027°
47137,Pickett,+36.559364°,–85.075741°
47139,Polk,+35.109437°,–84.541112°
47141,Putnam,+36.140807°,–85.496928°
47143,Rhea,+35.600587°,–84.949552°
47145,Roane,+35.847472°,–84.523861°
47147,Robertson,+36.527530°,–86.869377°
47149,Rutherford,+35.843369°,–86.417213°
47151,Scott,+36.437239°,–84.498386°
47153,Sequatchie,+35.372335°,–85.410344°
47155,Sevier,+35.791284°,–83.521955°
47157,Shelby,+35.183794°,–89.895397°
47159,Smith,+36.255650°,–85.942078°
47161,Stewart,+36.511756°,–87.851548°
47163,Sullivan,+36.510212°,–82.299397°
47165,Sumner,+36.470015°,–86.458517°
47167,Tipton,+35.500297°,–89.763708°
47169,Trousdale,+36.393030°,–86.156691°
47171,Unicoi,+36.100215°,–82.418245°
47173,Union,+36.284140°,–83.836088°
47175,Van Buren,+35.699245°,–85.458411°
47177,Warren,+35.678282°,–85.777363°
47179,Washington,+36.295665°,–82.495037°
47181,Wayne,+35.242687°,–87.819703°
47183,Weakley,+36.303523°,–88.720785°
47185,White,+35.927062°,–85.455766°
47187,Williamson,+35.894972°,–86.896958°
47189,Wilson,+36.148476°,–86.290210°
